 ID,PARAM,Date,Flow,SYM
04JD005,1,1968/03/06,1.9,B
04JD005,1,1968/03/07,1.87,B
04JD005,1,1968/03/08,1.84,B
04JD005,1,1968/03/09,1.81,B
04JD005,1,1968/03/10,1.81,B
04JD005,1,1968/03/11,1.78,B
04JD005,1,1968/03/12,1.76,B
04JD005,1,1968/03/13,1.76,B
04JD005,1,1968/03/14,1.73,B
04JD005,1,1968/03/15,1.73,B
04JD005,1,1968/03/16,1.7,B
04JD005,1,1968/03/17,1.67,B
04JD005,1,1968/03/18,1.7,B
04JD005,1,1968/03/19,1.73,B
04JD005,1,1968/03/20,1.73,B
04JD005,1,1968/03/21,1.76,B
04JD005,1,1968/03/22,1.76,B
04JD005,1,1968/03/23,1.78,B
04JD005,1,1968/03/24,1.78,B
04JD005,1,1968/03/25,1.81,B
04JD005,1,1968/03/26,1.84,B
04JD005,1,1968/03/27,1.87,B
04JD005,1,1968/03/28,1.93,B
04JD005,1,1968/03/29,1.95,B
04JD005,1,1968/03/30,2.01,B
04JD005,1,1968/03/31,2.1,B
04JD005,1,1968/04/01,2.18,B
04JD005,1,1968/04/02,2.29,B
04JD005,1,1968/04/03,2.55,B
04JD005,1,1968/04/04,3.11,B
04JD005,1,1968/04/05,3.68,B
04JD005,1,1968/04/06,4.25,B
04JD005,1,1968/04/07,5.1,B
04JD005,1,1968/04/08,6.03,B
04JD005,1,1968/04/09,7.31,B
04JD005,1,1968/04/10,8.78,B
04JD005,1,1968/04/11,10.4,B
04JD005,1,1968/04/12,12.7,B
04JD005,1,1968/04/13,15.3,B
04JD005,1,1968/04/14,18.4,B
04JD005,1,1968/04/15,22.4,B
04JD005,1,1968/04/16,28.3,B
04JD005,1,1968/04/17,33.7,B
04JD005,1,1968/04/18,40.8,B
04JD005,1,1968/04/19,50.7,B
04JD005,1,1968/04/20,60.9,B
04JD005,1,1968/04/21,77.3,B
04JD005,1,1968/04/22,93.4,B
04JD005,1,1968/04/23,122,
04JD005,1,1968/04/24,129,
04JD005,1,1968/04/25,127,
04JD005,1,1968/04/26,114,
04JD005,1,1968/04/27,103,
04JD005,1,1968/04/28,95.1,
04JD005,1,1968/04/29,90,
04JD005,1,1968/04/30,90.6,
04JD005,1,1968/05/01,86.4,
04JD005,1,1968/05/02,78.2,
04JD005,1,1968/05/03,70.2,
04JD005,1,1968/05/04,64.3,
04JD005,1,1968/05/05,56.4,
04JD005,1,1968/05/06,49.6,
04JD005,1,1968/05/07,45,
04JD005,1,1968/05/08,41.9,
04JD005,1,1968/05/09,40.8,
04JD005,1,1968/05/10,39.9,
04JD005,1,1968/05/11,39.4,
04JD005,1,1968/05/12,38.5,
04JD005,1,1968/05/13,37.4,
04JD005,1,1968/05/14,35.7,
04JD005,1,1968/05/15,34.8,
04JD005,1,1968/05/16,34.8,
04JD005,1,1968/05/17,35.4,
04JD005,1,1968/05/18,36.8,
04JD005,1,1968/05/19,36.8,
04JD005,1,1968/05/20,38.5,
04JD005,1,1968/05/21,39.1,
04JD005,1,1968/05/22,38.2,
04JD005,1,1968/05/23,37.4,
04JD005,1,1968/05/24,36.5,
04JD005,1,1968/05/25,34.8,
04JD005,1,1968/05/26,32.3,
04JD005,1,1968/05/27,30.6,
04JD005,1,1968/05/28,28.6,
04JD005,1,1968/05/29,27.8,
04JD005,1,1968/05/30,26.7,
04JD005,1,1968/05/31,25.7,
04JD005,1,1968/06/01,24.2,
04JD005,1,1968/06/02,23.4,
04JD005,1,1968/06/03,23.4,
04JD005,1,1968/06/04,24,
04JD005,1,1968/06/05,23.2,
04JD005,1,1968/06/06,21.8,
04JD005,1,1968/06/07,21.5,
04JD005,1,1968/06/08,24.9,
04JD005,1,1968/06/09,40.2,
04JD005,1,1968/06/10,51,
04JD005,1,1968/06/11,60,
04JD005,1,1968/06/12,69.4,
04JD005,1,1968/06/13,71.6,
04JD005,1,1968/06/14,69.7,
04JD005,1,1968/06/15,73.1,
04JD005,1,1968/06/16,68.8,
04JD005,1,1968/06/17,63.7,
04JD005,1,1968/06/18,58.6,
04JD005,1,1968/06/19,53.5,
04JD005,1,1968/06/20,48.1,
04JD005,1,1968/06/21,43.3,
04JD005,1,1968/06/22,40.5,
04JD005,1,1968/06/23,39.1,
04JD005,1,1968/06/24,37.4,
04JD005,1,1968/06/25,34.3,
04JD005,1,1968/06/26,30,
04JD005,1,1968/06/27,25.8,
04JD005,1,1968/06/28,23.6,
04JD005,1,1968/06/29,21.9,
04JD005,1,1968/06/30,20.9,
04JD005,1,1968/07/01,19.5,
04JD005,1,1968/07/02,19,
04JD005,1,1968/07/03,18.1,
04JD005,1,1968/07/04,16.3,
04JD005,1,1968/07/05,15.9,
04JD005,1,1968/07/06,15.3,
04JD005,1,1968/07/07,15.9,
04JD005,1,1968/07/08,23.1,
04JD005,1,1968/07/09,29.4,
04JD005,1,1968/07/10,28.9,
04JD005,1,1968/07/11,27.4,
04JD005,1,1968/07/12,27,
04JD005,1,1968/07/13,25.9,
04JD005,1,1968/07/14,24.2,
04JD005,1,1968/07/15,22.4,
04JD005,1,1968/07/16,20.8,
04JD005,1,1968/07/17,20.6,
04JD005,1,1968/07/18,55.2,
04JD005,1,1968/07/19,123,
04JD005,1,1968/07/20,118,
04JD005,1,1968/07/21,108,
04JD005,1,1968/07/22,99.4,
04JD005,1,1968/07/23,83.3,
04JD005,1,1968/07/24,81,
04JD005,1,1968/07/25,76.5,
04JD005,1,1968/07/26,66.5,
04JD005,1,1968/07/27,59.2,
04JD005,1,1968/07/28,54.1,
04JD005,1,1968/07/29,50.1,
04JD005,1,1968/07/30,45,
04JD005,1,1968/07/31,50.7,
04JD005,1,1968/08/01,69.1,
04JD005,1,1968/08/02,70.8,
04JD005,1,1968/08/03,66.5,
04JD005,1,1968/08/04,60,
04JD005,1,1968/08/05,52.4,
04JD005,1,1968/08/06,46.4,
04JD005,1,1968/08/07,40.8,
04JD005,1,1968/08/08,36.2,
04JD005,1,1968/08/09,32,
04JD005,1,1968/08/10,28.3,
04JD005,1,1968/08/11,25,
04JD005,1,1968/08/12,22.1,
04JD005,1,1968/08/13,21.7,
04JD005,1,1968/08/14,23.6,
04JD005,1,1968/08/15,23.8,
04JD005,1,1968/08/16,22.5,
04JD005,1,1968/08/17,21.9,
04JD005,1,1968/08/18,20.4,
04JD005,1,1968/08/19,18.6,
04JD005,1,1968/08/20,17,
04JD005,1,1968/08/21,15.9,
04JD005,1,1968/08/22,14.6,
04JD005,1,1968/08/23,13.7,
04JD005,1,1968/08/24,13.1,
04JD005,1,1968/08/25,14.2,
04JD005,1,1968/08/26,18,
04JD005,1,1968/08/27,20.1,
04JD005,1,1968/08/28,20.4,
04JD005,1,1968/08/29,19.9,
04JD005,1,1968/08/30,18.9,
04JD005,1,1968/08/31,17.5,
04JD005,1,1968/09/01,16,
04JD005,1,1968/09/02,14.9,
04JD005,1,1968/09/03,13.8,
04JD005,1,1968/09/04,12.6,
04JD005,1,1968/09/05,15.3,
04JD005,1,1968/09/06,22.9,
04JD005,1,1968/09/07,23.2,
04JD005,1,1968/09/08,21.5,
04JD005,1,1968/09/09,20.5,
04JD005,1,1968/09/10,21.6,
04JD005,1,1968/09/11,20.9,
04JD005,1,1968/09/12,19.1,
04JD005,1,1968/09/13,17.7,
04JD005,1,1968/09/14,16.5,
04JD005,1,1968/09/15,15.4,
04JD005,1,1968/09/16,14.3,
04JD005,1,1968/09/17,13.2,
04JD005,1,1968/09/18,12.1,
04JD005,1,1968/09/19,11,
04JD005,1,1968/09/20,10.3,
04JD005,1,1968/09/21,9.63,
04JD005,1,1968/09/22,9.2,
04JD005,1,1968/09/23,8.64,
04JD005,1,1968/09/24,8.44,
04JD005,1,1968/09/25,8.3,
04JD005,1,1968/09/26,8.21,
04JD005,1,1968/09/27,7.93,
04JD005,1,1968/09/28,7.65,
04JD005,1,1968/09/29,7.36,
04JD005,1,1968/09/30,7.02,
04JD005,1,1968/10/01,6.8,
04JD005,1,1968/10/02,6.6,
04JD005,1,1968/10/03,6.6,
04JD005,1,1968/10/04,6.94,
04JD005,1,1968/10/05,7.02,
04JD005,1,1968/10/06,6.94,
04JD005,1,1968/10/07,7.22,
04JD005,1,1968/10/08,7.45,
04JD005,1,1968/10/09,7.59,
04JD005,1,1968/10/10,8.01,
04JD005,1,1968/10/11,9.29,
04JD005,1,1968/10/12,10.6,
04JD005,1,1968/10/13,10.8,
04JD005,1,1968/10/14,12.2,
04JD005,1,1968/10/15,23.1,
04JD005,1,1968/10/16,31.1,
04JD005,1,1968/10/17,33.7,
04JD005,1,1968/10/18,39.4,
04JD005,1,1968/10/19,45.6,
04JD005,1,1968/10/20,48.4,
04JD005,1,1968/10/21,47,
04JD005,1,1968/10/22,45,
04JD005,1,1968/10/23,46.7,
04JD005,1,1968/10/24,49,
04JD005,1,1968/10/25,50.4,
04JD005,1,1968/10/26,48.1,
04JD005,1,1968/10/27,45.3,
04JD005,1,1968/10/28,41.9,
04JD005,1,1968/10/29,38.8,
04JD005,1,1968/10/30,36,
04JD005,1,1968/10/31,33.1,
04JD005,1,1968/11/01,31.1,
04JD005,1,1968/11/02,30.3,
04JD005,1,1968/11/03,31.1,
04JD005,1,1968/11/04,30.6,
04JD005,1,1968/11/05,29.7,
04JD005,1,1968/11/06,27.9,
04JD005,1,1968/11/07,26.4,
04JD005,1,1968/11/08,25,
04JD005,1,1968/11/09,24,
04JD005,1,1968/11/10,22.8,
04JD005,1,1968/11/11,21.6,
04JD005,1,1968/11/12,20.1,
04JD005,1,1968/11/13,18.4,
04JD005,1,1968/11/14,18.1,
04JD005,1,1968/11/15,18.7,
04JD005,1,1968/11/16,17.3,
04JD005,1,1968/11/17,16.6,
04JD005,1,1968/11/18,16.2,B
04JD005,1,1968/11/19,15.6,B
04JD005,1,1968/11/20,15.2,B
04JD005,1,1968/11/21,14.7,B
04JD005,1,1968/11/22,14.2,B
04JD005,1,1968/11/23,13.7,B
04JD005,1,1968/11/24,13.3,B
04JD005,1,1968/11/25,12.9,B
04JD005,1,1968/11/26,12.4,B
04JD005,1,1968/11/27,12.1,B
04JD005,1,1968/11/28,11.6,B
04JD005,1,1968/11/29,11.3,B
04JD005,1,1968/11/30,11.1,B
04JD005,1,1968/12/01,10.9,B
04JD005,1,1968/12/02,10.6,B
04JD005,1,1968/12/03,10.3,B
04JD005,1,1968/12/04,10.1,B
04JD005,1,1968/12/05,9.91,B
04JD005,1,1968/12/06,9.63,B
04JD005,1,1968/12/07,9.4,B
04JD005,1,1968/12/08,9.2,B
04JD005,1,1968/12/09,9,B
04JD005,1,1968/12/10,8.81,B
04JD005,1,1968/12/11,8.64,B
04JD005,1,1968/12/12,8.58,B
04JD005,1,1968/12/13,8.5,B
04JD005,1,1968/12/14,8.44,B
04JD005,1,1968/12/15,8.38,B
04JD005,1,1968/12/16,8.3,B
04JD005,1,1968/12/17,8.21,B
04JD005,1,1968/12/18,8.16,B
04JD005,1,1968/12/19,8.1,B
04JD005,1,1968/12/20,8.04,B
04JD005,1,1968/12/21,7.96,B
04JD005,1,1968/12/22,7.9,B
04JD005,1,1968/12/23,7.82,B
04JD005,1,1968/12/24,7.76,B
04JD005,1,1968/12/25,7.7,B
04JD005,1,1968/12/26,7.67,B
04JD005,1,1968/12/27,7.62,B
04JD005,1,1968/12/28,7.56,B
04JD005,1,1968/12/29,7.5,B
04JD005,1,1968/12/30,7.48,B
04JD005,1,1968/12/31,7.42,B
04JD005,1,1969/01/01,7.42,B
04JD005,1,1969/01/02,7.36,B
04JD005,1,1969/01/03,7.33,B
04JD005,1,1969/01/04,7.25,B
04JD005,1,1969/01/05,7.19,B
04JD005,1,1969/01/06,7.14,B
04JD005,1,1969/01/07,7.08,B
04JD005,1,1969/01/08,7.08,B
04JD005,1,1969/01/09,7.02,B
04JD005,1,1969/01/10,6.97,B
04JD005,1,1969/01/11,6.94,B
04JD005,1,1969/01/12,6.88,B
04JD005,1,1969/01/13,6.82,B
04JD005,1,1969/01/14,6.8,B
04JD005,1,1969/01/15,6.74,B
04JD005,1,1969/01/16,6.68,B
04JD005,1,1969/01/17,6.65,B
04JD005,1,1969/01/18,6.6,B
04JD005,1,1969/01/19,6.54,B
04JD005,1,1969/01/20,6.51,B
04JD005,1,1969/01/21,6.48,B
04JD005,1,1969/01/22,6.43,B
04JD005,1,1969/01/23,6.37,B
04JD005,1,1969/01/24,6.31,B
04JD005,1,1969/01/25,6.26,B
04JD005,1,1969/01/26,6.23,B
04JD005,1,1969/01/27,6.23,B
04JD005,1,1969/01/28,6.17,B
04JD005,1,1969/01/29,6.12,B
04JD005,1,1969/01/30,6.09,B
04JD005,1,1969/01/31,6.03,B
04JD005,1,1969/02/01,5.97,B
04JD005,1,1969/02/02,5.95,B
04JD005,1,1969/02/03,5.92,B
04JD005,1,1969/02/04,5.86,B
04JD005,1,1969/02/05,5.8,B
04JD005,1,1969/02/06,5.75,B
04JD005,1,1969/02/07,5.72,B
04JD005,1,1969/02/08,5.69,B
04JD005,1,1969/02/09,5.66,B
04JD005,1,1969/02/10,5.64,B
04JD005,1,1969/02/11,5.61,B
04JD005,1,1969/02/12,5.58,B
04JD005,1,1969/02/13,5.52,B
04JD005,1,1969/02/14,5.47,B
04JD005,1,1969/02/15,5.44,B
04JD005,1,1969/02/16,5.41,B
04JD005,1,1969/02/17,5.38,B
04JD005,1,1969/02/18,5.32,B
04JD005,1,1969/02/19,5.3,B
04JD005,1,1969/02/20,5.24,B
04JD005,1,1969/02/21,5.18,B
04JD005,1,1969/02/22,5.15,B
04JD005,1,1969/02/23,5.13,B
04JD005,1,1969/02/24,5.1,B
04JD005,1,1969/02/25,5.1,B
04JD005,1,1969/02/26,5.04,B
04JD005,1,1969/02/27,5.01,B
04JD005,1,1969/02/28,4.98,B
04JD005,1,1969/03/01,4.9,B
04JD005,1,1969/03/02,4.87,B
04JD005,1,1969/03/03,4.84,B
04JD005,1,1969/03/04,4.81,B
04JD005,1,1969/03/05,4.76,B
04JD005,1,1969/03/06,4.73,B
04JD005,1,1969/03/07,4.7,B
04JD005,1,1969/03/08,4.67,B
04JD005,1,1969/03/09,4.64,B
04JD005,1,1969/03/10,4.62,B
04JD005,1,1969/03/11,4.59,B
04JD005,1,1969/03/12,4.56,B
04JD005,1,1969/03/13,4.53,B
04JD005,1,1969/03/14,4.5,B
04JD005,1,1969/03/15,4.47,B
04JD005,1,1969/03/16,4.45,B
04JD005,1,1969/03/17,4.42,B
04JD005,1,1969/03/18,4.39,B
04JD005,1,1969/03/19,4.36,B
04JD005,1,1969/03/20,4.33,B
04JD005,1,1969/03/21,4.3,B
04JD005,1,1969/03/22,4.28,B
04JD005,1,1969/03/23,4.25,B
04JD005,1,1969/03/24,4.22,B
04JD005,1,1969/03/25,4.19,B
04JD005,1,1969/03/26,4.19,B
04JD005,1,1969/03/27,4.16,B
04JD005,1,1969/03/28,4.13,B
04JD005,1,1969/03/29,4.11,B
04JD005,1,1969/03/30,4.08,B
04JD005,1,1969/03/31,4.05,B
04JD005,1,1969/04/01,4.05,B
04JD005,1,1969/04/02,4.05,B
04JD005,1,1969/04/03,4.05,B
04JD005,1,1969/04/04,4.05,B
04JD005,1,1969/04/05,4.08,B
04JD005,1,1969/04/06,4.11,B
04JD005,1,1969/04/07,4.13,B
04JD005,1,1969/04/08,4.16,B
04JD005,1,1969/04/09,4.19,B
04JD005,1,1969/04/10,4.22,B
04JD005,1,1969/04/11,4.25,B
04JD005,1,1969/04/12,4.28,B
04JD005,1,1969/04/13,4.33,B
04JD005,1,1969/04/14,4.47,B
04JD005,1,1969/04/15,4.64,B
04JD005,1,1969/04/16,4.87,B
04JD005,1,1969/04/17,5.1,B
04JD005,1,1969/04/18,5.38,B
04JD005,1,1969/04/19,5.75,B
04JD005,1,1969/04/20,6.17,B
04JD005,1,1969/04/21,6.8,B
04JD005,1,1969/04/22,7.65,B
04JD005,1,1969/04/23,9.2,B
04JD005,1,1969/04/24,15.6,B
04JD005,1,1969/04/25,28.3,B
04JD005,1,1969/04/26,46.7,B
04JD005,1,1969/04/27,66.5,B
04JD005,1,1969/04/28,87.8,B
04JD005,1,1969/04/29,106,B
04JD005,1,1969/04/30,115,B
04JD005,1,1969/05/01,121,
04JD005,1,1969/05/02,136,
04JD005,1,1969/05/03,159,
04JD005,1,1969/05/04,173,
04JD005,1,1969/05/05,175,
04JD005,1,1969/05/06,173,
04JD005,1,1969/05/07,173,
04JD005,1,1969/05/08,173,
04JD005,1,1969/05/09,166,
04JD005,1,1969/05/10,150,
04JD005,1,1969/05/11,132,
04JD005,1,1969/05/12,115,
04JD005,1,1969/05/13,102,
04JD005,1,1969/05/14,90.9,
04JD005,1,1969/05/15,80.4,
04JD005,1,1969/05/16,78.4,
04JD005,1,1969/05/17,104,
04JD005,1,1969/05/18,107,
04JD005,1,1969/05/19,101,
04JD005,1,1969/05/20,90.9,
04JD005,1,1969/05/21,80.1,
04JD005,1,1969/05/22,69.9,
04JD005,1,1969/05/23,61.7,
04JD005,1,1969/05/24,56.1,
04JD005,1,1969/05/25,50.7,
04JD005,1,1969/05/26,45.9,
04JD005,1,1969/05/27,41.1,
04JD005,1,1969/05/28,38.2,
04JD005,1,1969/05/29,34.5,
04JD005,1,1969/05/30,33.1,
04JD005,1,1969/05/31,31.7,
04JD005,1,1969/06/01,52.7,
04JD005,1,1969/06/02,82.4,
04JD005,1,1969/06/03,90.3,
04JD005,1,1969/06/04,86.9,
04JD005,1,1969/06/05,78.4,
04JD005,1,1969/06/06,70.5,
04JD005,1,1969/06/07,63.7,
04JD005,1,1969/06/08,56.1,
04JD005,1,1969/06/09,49.6,
04JD005,1,1969/06/10,44.7,
04JD005,1,1969/06/11,41.3,
04JD005,1,1969/06/12,38.8,
04JD005,1,1969/06/13,36,
04JD005,1,1969/06/14,32.8,
04JD005,1,1969/06/15,29.7,
04JD005,1,1969/06/16,27,
04JD005,1,1969/06/17,26,
04JD005,1,1969/06/18,27.1,
04JD005,1,1969/06/19,49,
04JD005,1,1969/06/20,62.3,
04JD005,1,1969/06/21,62.9,
04JD005,1,1969/06/22,57.5,
04JD005,1,1969/06/23,51.3,
04JD005,1,1969/06/24,45.6,
04JD005,1,1969/06/25,40.5,
04JD005,1,1969/06/26,37.1,
04JD005,1,1969/06/27,34.5,
04JD005,1,1969/06/28,34.8,
04JD005,1,1969/06/29,33.7,
04JD005,1,1969/06/30,32.6,
04JD005,1,1969/07/01,32,
04JD005,1,1969/07/02,29.7,
04JD005,1,1969/07/03,27,
04JD005,1,1969/07/04,24.4,
04JD005,1,1969/07/05,24.2,
04JD005,1,1969/07/06,24.4,
04JD005,1,1969/07/07,22.8,
04JD005,1,1969/07/08,20.8,
04JD005,1,1969/07/09,18.9,
04JD005,1,1969/07/10,17.4,
04JD005,1,1969/07/11,16.7,
04JD005,1,1969/07/12,16.4,
04JD005,1,1969/07/13,15.4,
04JD005,1,1969/07/14,14.3,
04JD005,1,1969/07/15,13.5,
04JD005,1,1969/07/16,13.5,
04JD005,1,1969/07/17,13.4,
04JD005,1,1969/07/18,12.5,
04JD005,1,1969/07/19,11.8,
04JD005,1,1969/07/20,11.5,
04JD005,1,1969/07/21,11.5,
04JD005,1,1969/07/22,11,
04JD005,1,1969/07/23,10.2,
04JD005,1,1969/07/24,9.49,
04JD005,1,1969/07/25,9.15,
04JD005,1,1969/07/26,9.34,
04JD005,1,1969/07/27,9.49,
04JD005,1,1969/07/28,9.15,
04JD005,1,1969/07/29,8.72,
04JD005,1,1969/07/30,8.16,
04JD005,1,1969/07/31,7.87,
04JD005,1,1969/08/01,7.31,
04JD005,1,1969/08/02,7.16,
04JD005,1,1969/08/03,7.02,
04JD005,1,1969/08/04,6.8,
04JD005,1,1969/08/05,6.6,
04JD005,1,1969/08/06,6.17,
04JD005,1,1969/08/07,5.89,
04JD005,1,1969/08/08,5.95,
04JD005,1,1969/08/09,5.8,
04JD005,1,1969/08/10,5.55,
04JD005,1,1969/08/11,5.27,
04JD005,1,1969/08/12,5.21,
04JD005,1,1969/08/13,5.38,
04JD005,1,1969/08/14,11,
04JD005,1,1969/08/15,14.8,
04JD005,1,1969/08/16,14.9,
04JD005,1,1969/08/17,14,
04JD005,1,1969/08/18,13,
04JD005,1,1969/08/19,13.2,
04JD005,1,1969/08/20,12.7,
04JD005,1,1969/08/21,11.4,
04JD005,1,1969/08/22,10.3,
04JD005,1,1969/08/23,9.29,
04JD005,1,1969/08/24,8.44,
04JD005,1,1969/08/25,7.73,
04JD005,1,1969/08/26,7.02,
04JD005,1,1969/08/27,6.51,
04JD005,1,1969/08/28,6.17,
04JD005,1,1969/08/29,5.89,
04JD005,1,1969/08/30,5.44,
04JD005,1,1969/08/31,5.61,
04JD005,1,1969/09/01,5.49,
04JD005,1,1969/09/02,5.15,
04JD005,1,1969/09/03,5.27,
04JD005,1,1969/09/04,5.32,
04JD005,1,1969/09/05,5.27,
04JD005,1,1969/09/06,5.89,
04JD005,1,1969/09/07,7.02,
04JD005,1,1969/09/08,8.35,
04JD005,1,1969/09/09,9.15,
04JD005,1,1969/09/10,9.57,
04JD005,1,1969/09/11,9.71,
04JD005,1,1969/09/12,9.71,
04JD005,1,1969/09/13,9.29,
04JD005,1,1969/09/14,8.64,
04JD005,1,1969/09/15,8.3,
04JD005,1,1969/09/16,7.79,
04JD005,1,1969/09/17,7.31,
04JD005,1,1969/09/18,6.94,
04JD005,1,1969/09/19,6.51,
04JD005,1,1969/09/20,5.95,
04JD005,1,1969/09/21,5.8,
04JD005,1,1969/09/22,5.49,
04JD005,1,1969/09/23,5.66,
04JD005,1,1969/09/24,5.8,
04JD005,1,1969/09/25,5.8,
04JD005,1,1969/09/26,5.61,
04JD005,1,1969/09/27,5.55,
04JD005,1,1969/09/28,5.49,
04JD005,1,1969/09/29,5.44,
04JD005,1,1969/09/30,5.89,
04JD005,1,1969/10/01,6.51,
04JD005,1,1969/10/02,7.87,
04JD005,1,1969/10/03,13,
04JD005,1,1969/10/04,15.2,
04JD005,1,1969/10/05,15.6,
04JD005,1,1969/10/06,15.5,
04JD005,1,1969/10/07,15.3,
04JD005,1,1969/10/08,15.3,
04JD005,1,1969/10/09,14.8,
04JD005,1,1969/10/10,16.3,
04JD005,1,1969/10/11,18.3,
04JD005,1,1969/10/12,18.3,
04JD005,1,1969/10/13,18.2,
04JD005,1,1969/10/14,18.2,
04JD005,1,1969/10/15,18.3,
04JD005,1,1969/10/16,18.1,
04JD005,1,1969/10/17,17.7,
04JD005,1,1969/10/18,17,
04JD005,1,1969/10/19,16.5,
04JD005,1,1969/10/20,15.8,
04JD005,1,1969/10/21,14.9,
04JD005,1,1969/10/22,13.5,
04JD005,1,1969/10/23,12.5,
04JD005,1,1969/10/24,12.5,
04JD005,1,1969/10/25,11.7,
04JD005,1,1969/10/26,10.9,
04JD005,1,1969/10/27,10.6,
04JD005,1,1969/10/28,10.4,
04JD005,1,1969/10/29,9.77,
04JD005,1,1969/10/30,9.34,
04JD005,1,1969/10/31,9.15,
04JD005,1,1969/11/01,9,
04JD005,1,1969/11/02,8.86,
04JD005,1,1969/11/03,8.86,
04JD005,1,1969/11/04,8.72,
04JD005,1,1969/11/05,8.58,
04JD005,1,1969/11/06,8.44,
04JD005,1,1969/11/07,8.16,
04JD005,1,1969/11/08,8.07,
04JD005,1,1969/11/09,7.93,
04JD005,1,1969/11/10,7.87,
04JD005,1,1969/11/11,7.93,
04JD005,1,1969/11/12,8.92,
04JD005,1,1969/11/13,10.8,
04JD005,1,1969/11/14,10.5,
04JD005,1,1969/11/15,10.1,B
04JD005,1,1969/11/16,9.94,B
04JD005,1,1969/11/17,9.85,B
04JD005,1,1969/11/18,9.66,B
04JD005,1,1969/11/19,9.51,B
04JD005,1,1969/11/20,9.34,B
04JD005,1,1969/11/21,9.12,B
04JD005,1,1969/11/22,9.06,B
04JD005,1,1969/11/23,8.92,B
04JD005,1,1969/11/24,8.78,B
04JD005,1,1969/11/25,8.64,B
04JD005,1,1969/11/26,8.5,B
04JD005,1,1969/11/27,8.44,B
04JD005,1,1969/11/28,8.35,B
04JD005,1,1969/11/29,8.21,B
04JD005,1,1969/11/30,8.07,B
04JD005,1,1969/12/01,7.99,B
04JD005,1,1969/12/02,7.87,B
04JD005,1,1969/12/03,7.76,B
04JD005,1,1969/12/04,7.67,B
04JD005,1,1969/12/05,7.59,B
04JD005,1,1969/12/06,7.5,B
04JD005,1,1969/12/07,7.39,B
04JD005,1,1969/12/08,7.31,B
04JD005,1,1969/12/09,7.22,B
04JD005,1,1969/12/10,7.14,B
04JD005,1,1969/12/11,7.08,B
04JD005,1,1969/12/12,7.02,B
04JD005,1,1969/12/13,6.91,B
04JD005,1,1969/12/14,6.82,B
04JD005,1,1969/12/15,6.74,B
04JD005,1,1969/12/16,6.65,B
04JD005,1,1969/12/17,6.57,B
04JD005,1,1969/12/18,6.51,B
04JD005,1,1969/12/19,6.46,B
04JD005,1,1969/12/20,6.37,B
04JD005,1,1969/12/21,6.29,B
04JD005,1,1969/12/22,6.23,B
04JD005,1,1969/12/23,6.17,B
04JD005,1,1969/12/24,6.09,B
